home_team,away_team,home_indicator,diff_OPS,diff_AVG,diff_OBP,diff_SLG,diff_R,diff_HR,diff_ERA,diff_WHIP,diff_SO,diff_OBA,diff_HR_allowed,Winner
San Diego Padres,Houston Astros,1,0.14700000000000002,0.058000000000000024,0.04799999999999999,0.09999999999999998,22,5,-1.9,-0.27,15,-0.055999999999999994,-12,1
San Diego Padres,Cincinnati Reds,1,0.139,0.061000000000000026,0.059,0.07999999999999996,8,2,-2.0500000000000003,-0.33999999999999986,25,-0.046999999999999986,-10,1
San Diego Padres,Kansas City Royals,1,0.18300000000000005,0.06800000000000003,0.07399999999999995,0.10899999999999999,21,6,-2.15,-0.32999999999999985,39,-0.056999999999999995,-11,1
San Diego Padres,Pittsburgh Pirates,1,0.18000000000000005,0.07700000000000001,0.065,0.11499999999999999,21,6,-2.4899999999999998,-0.44999999999999996,15,-0.08100000000000002,-7,1
San Diego Padres,Chicago White Sox,1,0.19900000000000007,0.07800000000000001,0.07799999999999996,0.121,34,7,-2.73,-0.52,46,-0.09699999999999998,-13,1
Tampa Bay Rays,St. Louis Cardinals,1,-0.03700000000000003,-0.013000000000000012,-0.01799999999999996,-0.019000000000000017,-13,-1,0.7000000000000002,-0.16999999999999993,-18,-0.024999999999999994,13,0
Tampa Bay Rays,San Diego Padres,1,-0.019000000000000017,-0.007000000000000006,-0.01799999999999996,-0.0010000000000000009,-7,0,0.52,-0.040000000000000036,-15,0.0050000000000000044,8,1
Tampa Bay Rays,New York Yankees,1,-0.08199999999999996,0.009000000000000008,-0.013000000000000012,-0.069,-26,-14,-0.25,-0.20999999999999996,-12,-0.033,3,0
Tampa Bay Rays,Toronto Blue Jays,1,0.04200000000000004,0.01100000000000001,-0.0010000000000000009,0.04299999999999998,5,7,-0.2799999999999998,-0.040000000000000036,-27,-0.011999999999999983,-4,1
Tampa Bay Rays,Chicago Cubs,1,-0.026000000000000023,0.01200000000000001,-0.010000000000000009,-0.015000000000000013,-43,-8,-0.3599999999999999,-0.09000000000000008,-22,-0.031,-8,0
Tampa Bay Rays,Miami Marlins,1,0.04600000000000004,0.01200000000000001,0.0030000000000000027,0.04299999999999998,6,7,-0.3799999999999999,-0.09000000000000008,1,-0.025999999999999995,7,1
Tampa Bay Rays,Arizona Diamondbacks,1,-0.05300000000000005,0.013000000000000012,-0.01699999999999996,-0.03600000000000003,-23,-7,-0.3900000000000001,-0.24,-11,-0.03,5,0
Tampa Bay Rays,Athletics,1,-0.0020000000000000018,0.015000000000000013,0.016000000000000014,-0.019000000000000017,-7,-8,-0.4299999999999997,-0.09999999999999987,6,-0.015999999999999986,0,0
Tampa Bay Rays,Boston Red Sox,1,0.04500000000000004,0.020000000000000018,0.010000000000000009,0.033999999999999975,-5,2,-0.6499999999999999,-0.09999999999999987,-31,-0.00899999999999998,4,1
Tampa Bay Rays,Philadelphia Phillies,1,0.03500000000000003,0.028000000000000025,0.0010000000000000009,0.033999999999999975,7,1,-0.6600000000000001,-0.16999999999999993,-12,-0.03899999999999998,1,1
Tampa Bay Rays,Los Angeles Dodgers,1,-0.016000000000000014,0.029000000000000026,0.006000000000000005,-0.02200000000000002,-12,-15,-0.7399999999999998,-0.16999999999999993,-6,-0.027999999999999997,10,1
Tampa Bay Rays,Detroit Tigers,1,0.03600000000000003,0.029000000000000026,0.013000000000000012,0.021999999999999964,0,-1,-0.7799999999999998,-0.26,-42,-0.023999999999999994,2,1
Tampa Bay Rays,Milwaukee Brewers,1,0.05600000000000005,0.03200000000000003,0.02300000000000002,0.032999999999999974,-11,-2,-0.8399999999999999,-0.32000000000000006,9,-0.04899999999999999,1,1
Tampa Bay Rays,Los Angeles Angels,1,0.014000000000000012,0.033,0.031000000000000028,-0.016000000000000014,5,-11,-0.8399999999999999,-0.31000000000000005,-10,-0.04899999999999999,3,1
Tampa Bay Rays,San Francisco Giants,1,0.016000000000000014,0.033,0.017000000000000015,-0.0010000000000000009,-19,-2,-0.9900000000000002,-0.16999999999999993,-23,-0.028999999999999998,1,0
Tampa Bay Rays,Baltimore Orioles,1,0.05300000000000005,0.034,0.030000000000000027,0.023999999999999966,3,-1,-0.9900000000000002,-0.11999999999999988,13,-0.021999999999999992,9,1
Tampa Bay Rays,Cleveland Guardians,1,0.05899999999999994,0.038000000000000006,0.02200000000000002,0.03699999999999998,15,-1,-1.0599999999999996,-0.34999999999999987,-8,-0.05299999999999999,-2,1
Tampa Bay Rays,Washington Nationals,1,0.07699999999999996,0.04100000000000001,0.028000000000000025,0.04899999999999999,4,0,-1.08,-0.30000000000000004,-16,-0.063,5,1
