diff_GF/G,diff_S%,diff_PP%,diff_PIM,diff_SOG,diff_GA/G,diff_SV%,diff_PK%,home_team,away_team,home_indicator,Winner
0.3599999999999999,1.4000000000000004,6.199999999999999,17,2,-0.69,0.02300000000000002,-5.200000000000003,Lightning,Blue Jackets,1,1
0.3599999999999999,2.4000000000000004,0.1999999999999993,113,-241,-0.2999999999999998,0.018000000000000016,-6.200000000000003,Lightning,Oilers,1,1
0.3599999999999999,2.4000000000000004,0.1999999999999993,113,-241,-0.10000000000000009,0.008000000000000007,-1.5,Lightning,Panthers,1,1
0.5,2.6999999999999993,1.3000000000000007,-118,-237,-0.3899999999999997,0.010000000000000009,-2.299999999999997,Lightning,Rangers,1,1
0.5499999999999998,1.8000000000000007,8.2,-31,-16,-0.46999999999999975,0.02200000000000002,-5.5,Lightning,Kraken,1,1
0.5899999999999999,1.5999999999999996,4.5,36,72,-0.16999999999999993,0.01100000000000001,-6.200000000000003,Lightning,Blues,1,1
0.5999999999999996,1.0,4.300000000000001,-70,204,-0.69,0.02300000000000002,2.5,Lightning,Canadiens,1,1
0.5999999999999996,1.0,4.300000000000001,-70,204,0.0,0.007000000000000006,-9.200000000000003,Lightning,Devils,1,1
0.6299999999999999,2.0999999999999996,-2.3000000000000007,-10,-34,0.1299999999999999,0.007000000000000006,-6.900000000000006,Lightning,Kings,1,1
0.6399999999999997,2.0,8.899999999999999,38,52,-0.44999999999999973,0.01100000000000001,-1.7999999999999972,Lightning,Penguins,1,1
0.6999999999999997,2.1999999999999993,1.1999999999999993,89,10,-0.25,0.009000000000000008,1.9000000000000057,Lightning,Senators,1,1
0.73,2.6999999999999993,2.3000000000000007,-23,-45,-0.3899999999999997,0.016000000000000014,-2.299999999999997,Lightning,Utah Hockey Club,1,1
0.7799999999999998,2.5,4.100000000000001,-106,17,-0.54,0.018000000000000016,-7.599999999999994,Lightning,Red Wings,1,1
0.7799999999999998,2.5,4.100000000000001,-106,17,-0.56,0.017000000000000015,3.200000000000003,Lightning,Canucks,1,1
0.79,1.5,3.3999999999999986,-87,207,-0.6499999999999999,0.019000000000000017,-7.400000000000006,Lightning,Flyers,1,1
0.7999999999999998,2.1999999999999993,10.9,52,74,-0.6699999999999999,0.02200000000000002,-1.7999999999999972,Lightning,Islanders,1,1
0.8699999999999997,3.1999999999999993,13.1,187,-45,-0.7399999999999998,0.02200000000000002,-5.200000000000003,Lightning,Ducks,1,1
0.8699999999999997,2.6999999999999993,12.9,-37,63,-0.7999999999999998,0.03500000000000003,-1.0999999999999943,Lightning,Wild,1,1
0.8899999999999997,2.5,5.0,43,65,-0.9499999999999997,0.02400000000000002,1.2999999999999972,Lightning,Blackhawks,1,1
0.8999999999999999,1.5,0.8999999999999986,-47,291,-0.06999999999999984,0.009000000000000008,-6.700000000000003,Lightning,Bruins,1,1
0.98,2.6999999999999993,10.2,-154,130,-0.9699999999999998,0.02100000000000002,0.4000000000000057,Lightning,Sharks,1,1
1.0099999999999998,2.9000000000000004,6.399999999999999,-30,124,-0.31000000000000005,0.010000000000000009,-6.700000000000003,Lightning,Flames,1,1
1.02,3.6999999999999993,4.600000000000001,-110,-43,-1.12,0.027000000000000024,-5.0,Lightning,Predators,1,1
-0.18999999999999995,-0.8000000000000007,7.0,-129,24,-0.33000000000000007,0.016000000000000014,0.0,Jets,Capitals,1,1
-0.17999999999999972,-0.3000000000000007,3.6999999999999993,-46,-30,-0.27,0.007000000000000006,5.799999999999997,Jets,Lightning,1,1
0.0,0.29999999999999893,6.699999999999999,53,-20,-0.17999999999999972,0.007000000000000006,1.5,Jets,Stars,1,1
0.020000000000000018,1.0,-1.4000000000000021,144,-145,-0.29000000000000004,0.019000000000000017,-3.200000000000003,Jets,Golden Knights,1,1
0.11000000000000032,1.0999999999999996,4.300000000000001,52,-167,-0.4099999999999997,0.019000000000000017,0.3999999999999915,Jets,Avalanche,1,1
0.13000000000000034,1.799999999999999,10.099999999999998,-15,-248,-0.29000000000000004,0.019000000000000017,1.7999999999999972,Jets,Hurricanes,1,1
0.15000000000000036,0.29999999999999893,10.899999999999999,-226,69,-1.19,0.03300000000000003,6.5,Jets,Sabres,1,1
0.16000000000000014,0.6999999999999993,3.099999999999998,-20,-20,-0.5699999999999998,0.013000000000000012,7.700000000000003,Jets,Maple Leafs,1,1
0.18000000000000016,1.0999999999999996,9.899999999999999,-29,-28,-0.96,0.030000000000000027,0.5999999999999943,Jets,Blue Jackets,1,1
0.18000000000000016,2.0999999999999996,3.8999999999999986,67,-271,-0.5699999999999998,0.025000000000000022,-0.4000000000000057,Jets,Oilers,1,1
0.18000000000000016,2.0999999999999996,3.8999999999999986,67,-271,-0.3700000000000001,0.015000000000000013,4.299999999999997,Jets,Panthers,1,1
0.3200000000000003,2.3999999999999986,5.0,-164,-267,-0.6599999999999997,0.017000000000000015,3.5,Jets,Rangers,1,1
0.3700000000000001,1.5,11.899999999999999,-77,-46,-0.7399999999999998,0.029000000000000026,0.29999999999999716,Jets,Kraken,1,1
0.41000000000000014,1.299999999999999,8.2,-10,42,-0.43999999999999995,0.018000000000000016,-0.4000000000000057,Jets,Blues,1,1
0.41999999999999993,0.6999999999999993,8.0,-116,174,-0.96,0.030000000000000027,8.299999999999997,Jets,Canadiens,1,1
0.41999999999999993,0.6999999999999993,8.0,-116,174,-0.27,0.014000000000000012,-3.4000000000000057,Jets,Devils,1,1
0.4500000000000002,1.799999999999999,1.3999999999999986,-56,-64,-0.14000000000000012,0.014000000000000012,-1.1000000000000085,Jets,Kings,1,1
0.45999999999999996,1.6999999999999993,12.599999999999998,-8,22,-0.7199999999999998,0.018000000000000016,4.0,Jets,Penguins,1,1
0.52,1.8999999999999986,4.899999999999999,43,-20,-0.52,0.016000000000000014,7.700000000000003,Jets,Senators,1,1
0.5500000000000003,2.3999999999999986,6.0,-69,-75,-0.6599999999999997,0.02300000000000002,3.5,Jets,Utah Hockey Club,1,1
0.6000000000000001,2.1999999999999993,7.800000000000001,-152,-13,-0.81,0.025000000000000022,-1.7999999999999972,Jets,Red Wings,1,1
0.6000000000000001,2.1999999999999993,7.800000000000001,-152,-13,-0.8300000000000001,0.02400000000000002,9.0,Jets,Canucks,1,1
0.6100000000000003,1.1999999999999993,7.099999999999998,-133,177,-0.9199999999999999,0.026000000000000023,-1.6000000000000085,Jets,Flyers,1,1
0.6200000000000001,1.8999999999999986,14.6,6,44,-0.94,0.029000000000000026,4.0,Jets,Islanders,1,1
0.69,2.8999999999999986,16.799999999999997,141,-75,-1.0099999999999998,0.029000000000000026,0.5999999999999943,Jets,Ducks,1,1
0.69,2.3999999999999986,16.6,-83,33,-1.0699999999999998,0.04200000000000004,4.700000000000003,Jets,Wild,1,1
0.71,2.1999999999999993,8.7,-3,35,-1.2199999999999998,0.031000000000000028,7.099999999999994,Jets,Blackhawks,1,1
0.7200000000000002,1.1999999999999993,4.599999999999998,-93,261,-0.33999999999999986,0.016000000000000014,-0.9000000000000057,Jets,Bruins,1,1
0.8000000000000003,2.3999999999999986,13.899999999999999,-200,100,-1.2399999999999998,0.028000000000000025,6.200000000000003,Jets,Sharks,1,1
0.8300000000000001,2.5999999999999996,10.099999999999998,-76,94,-0.5800000000000001,0.017000000000000015,-0.9000000000000057,Jets,Flames,1,1
0.8400000000000003,3.3999999999999986,8.3,-156,-73,-1.3900000000000001,0.03400000000000003,0.7999999999999972,Jets,Predators,1,1
-0.18999999999999995,-1.0999999999999996,0.3000000000000007,-182,44,-0.15000000000000036,0.009000000000000008,-1.5,Stars,Capitals,1,0
-0.17999999999999972,-0.5999999999999996,-3.0,-99,-10,-0.0900000000000003,0.0,4.299999999999997,Stars,Lightning,1,0
0.0,-0.29999999999999893,-6.699999999999999,-53,20,0.17999999999999972,-0.007000000000000006,-1.5,Stars,Jets,1,0
0.020000000000000018,0.7000000000000011,-8.100000000000001,91,-125,-0.11000000000000032,0.01200000000000001,-4.700000000000003,Stars,Golden Knights,1,1
0.11000000000000032,0.8000000000000007,-2.3999999999999986,-1,-147,-0.22999999999999998,0.01200000000000001,-1.1000000000000085,Stars,Avalanche,1,1
0.13000000000000034,1.5,3.3999999999999986,-68,-228,-0.11000000000000032,0.01200000000000001,0.29999999999999716,Stars,Hurricanes,1,1
0.15000000000000036,0.0,4.199999999999999,-279,89,-1.0100000000000002,0.026000000000000023,5.0,Stars,Sabres,1,1
0.16000000000000014,0.40000000000000036,-3.6000000000000014,-73,0,-0.3900000000000001,0.006000000000000005,6.200000000000003,Stars,Maple Leafs,1,1
0.18000000000000016,0.8000000000000007,3.1999999999999993,-82,-8,-0.7800000000000002,0.02300000000000002,-0.9000000000000057,Stars,Blue Jackets,1,1
0.18000000000000016,1.8000000000000007,-2.8000000000000007,14,-251,-0.3900000000000001,0.018000000000000016,-1.9000000000000057,Stars,Oilers,1,1
0.18000000000000016,1.8000000000000007,-2.8000000000000007,14,-251,-0.1900000000000004,0.008000000000000007,2.799999999999997,Stars,Panthers,1,1
0.3200000000000003,2.0999999999999996,-1.6999999999999993,-217,-247,-0.48,0.010000000000000009,2.0,Stars,Rangers,1,1
0.3700000000000001,1.200000000000001,5.199999999999999,-130,-26,-0.56,0.02200000000000002,-1.2000000000000028,Stars,Kraken,1,1
0.41000000000000014,1.0,1.5,-63,62,-0.26000000000000023,0.01100000000000001,-1.9000000000000057,Stars,Blues,1,1
0.41999999999999993,0.40000000000000036,1.3000000000000007,-169,194,-0.7800000000000002,0.02300000000000002,6.799999999999997,Stars,Canadiens,1,1
0.41999999999999993,0.40000000000000036,1.3000000000000007,-169,194,-0.0900000000000003,0.007000000000000006,-4.900000000000006,Stars,Devils,1,1
0.4500000000000002,1.5,-5.300000000000001,-109,-44,0.03999999999999959,0.007000000000000006,-2.6000000000000085,Stars,Kings,1,1
0.45999999999999996,1.4000000000000004,5.899999999999999,-61,42,-0.54,0.01100000000000001,2.5,Stars,Penguins,1,1
0.52,1.5999999999999996,-1.8000000000000007,-10,0,-0.3400000000000003,0.009000000000000008,6.200000000000003,Stars,Senators,1,1
0.5500000000000003,2.0999999999999996,-0.6999999999999993,-122,-55,-0.48,0.016000000000000014,2.0,Stars,Utah Hockey Club,1,1
0.6000000000000001,1.9000000000000004,1.1000000000000014,-205,7,-0.6300000000000003,0.018000000000000016,-3.299999999999997,Stars,Red Wings,1,1
0.6000000000000001,1.9000000000000004,1.1000000000000014,-205,7,-0.6500000000000004,0.017000000000000015,7.5,Stars,Canucks,1,1
0.6100000000000003,0.9000000000000004,0.3999999999999986,-186,197,-0.7400000000000002,0.019000000000000017,-3.1000000000000085,Stars,Flyers,1,1
0.6200000000000001,1.5999999999999996,7.9,-47,64,-0.7600000000000002,0.02200000000000002,2.5,Stars,Islanders,1,1
0.69,2.5999999999999996,10.1,88,-55,-0.8300000000000001,0.02200000000000002,-0.9000000000000057,Stars,Ducks,1,1
0.69,2.0999999999999996,9.9,-136,53,-0.8900000000000001,0.03500000000000003,3.200000000000003,Stars,Wild,1,1
0.71,1.9000000000000004,2.0,-56,55,-1.04,0.02400000000000002,5.599999999999994,Stars,Blackhawks,1,1
0.7200000000000002,0.9000000000000004,-2.1000000000000014,-146,281,-0.16000000000000014,0.009000000000000008,-2.4000000000000057,Stars,Bruins,1,1
0.8000000000000003,2.0999999999999996,7.199999999999999,-253,120,-1.06,0.02100000000000002,4.700000000000003,Stars,Sharks,1,1
0.8300000000000001,2.3000000000000007,3.3999999999999986,-129,114,-0.40000000000000036,0.010000000000000009,-2.4000000000000057,Stars,Flames,1,1
0.8400000000000003,3.0999999999999996,1.6000000000000014,-209,-53,-1.2100000000000004,0.027000000000000024,-0.7000000000000028,Stars,Predators,1,1
-0.20999999999999996,-1.8000000000000007,8.400000000000002,-273,169,-0.040000000000000036,-0.0030000000000000027,3.200000000000003,Golden Knights,Capitals,1,0
-0.19999999999999973,-1.3000000000000007,5.100000000000001,-190,115,0.020000000000000018,-0.01200000000000001,9.0,Golden Knights,Lightning,1,0
-0.020000000000000018,-1.0,1.4000000000000021,-144,145,0.29000000000000004,-0.019000000000000017,3.200000000000003,Golden Knights,Jets,1,0
-0.020000000000000018,-0.7000000000000011,8.100000000000001,-91,125,0.11000000000000032,-0.01200000000000001,4.700000000000003,Golden Knights,Stars,1,0
0.0900000000000003,0.09999999999999964,5.700000000000003,-92,-22,-0.11999999999999966,0.0,3.5999999999999943,Golden Knights,Avalanche,1,1
0.11000000000000032,0.7999999999999989,11.5,-159,-103,0.0,0.0,5.0,Golden Knights,Hurricanes,1,1
0.13000000000000034,-0.7000000000000011,12.3,-370,214,-0.8999999999999999,0.014000000000000012,9.700000000000003,Golden Knights,Sabres,1,1
0.14000000000000012,-0.3000000000000007,4.5,-164,125,-0.2799999999999998,-0.006000000000000005,10.900000000000006,Golden Knights,Maple Leafs,1,1
0.16000000000000014,0.09999999999999964,11.3,-173,117,-0.6699999999999999,0.01100000000000001,3.799999999999997,Golden Knights,Blue Jackets,1,1
0.16000000000000014,1.0999999999999996,5.300000000000001,-77,-126,-0.2799999999999998,0.006000000000000005,2.799999999999997,Golden Knights,Oilers,1,1
0.16000000000000014,1.0999999999999996,5.300000000000001,-77,-126,-0.08000000000000007,-0.0040000000000000036,7.5,Golden Knights,Panthers,1,1
0.30000000000000027,1.3999999999999986,6.400000000000002,-308,-122,-0.36999999999999966,-0.0020000000000000018,6.700000000000003,Golden Knights,Rangers,1,1
0.3500000000000001,0.5,13.3,-221,99,-0.44999999999999973,0.010000000000000009,3.5,Golden Knights,Kraken,1,1
0.3900000000000001,0.29999999999999893,9.600000000000001,-154,187,-0.1499999999999999,-0.0010000000000000009,2.799999999999997,Golden Knights,Blues,1,1
0.3999999999999999,-0.3000000000000007,9.400000000000002,-260,319,-0.6699999999999999,0.01100000000000001,11.5,Golden Knights,Canadiens,1,1
0.3999999999999999,-0.3000000000000007,9.400000000000002,-260,319,0.020000000000000018,-0.0050000000000000044,-0.20000000000000284,Golden Knights,Devils,1,1
0.43000000000000016,0.7999999999999989,2.8000000000000007,-200,81,0.1499999999999999,-0.0050000000000000044,2.0999999999999943,Golden Knights,Kings,1,1
0.43999999999999995,0.6999999999999993,14.0,-152,167,-0.4299999999999997,-0.0010000000000000009,7.200000000000003,Golden Knights,Penguins,1,1
0.5,0.8999999999999986,6.300000000000001,-101,125,-0.22999999999999998,-0.0030000000000000027,10.900000000000006,Golden Knights,Senators,1,1
0.5300000000000002,1.3999999999999986,7.400000000000002,-213,70,-0.36999999999999966,0.0040000000000000036,6.700000000000003,Golden Knights,Utah Hockey Club,1,1
0.5800000000000001,1.1999999999999993,9.200000000000003,-296,132,-0.52,0.006000000000000005,1.4000000000000057,Golden Knights,Red Wings,1,1
0.5800000000000001,1.1999999999999993,9.200000000000003,-296,132,-0.54,0.0050000000000000044,12.200000000000003,Golden Knights,Canucks,1,1
0.5900000000000003,0.1999999999999993,8.5,-277,322,-0.6299999999999999,0.007000000000000006,1.5999999999999943,Golden Knights,Flyers,1,1
0.6000000000000001,0.8999999999999986,16.0,-138,189,-0.6499999999999999,0.010000000000000009,7.200000000000003,Golden Knights,Islanders,1,1
0.6699999999999999,1.8999999999999986,18.200000000000003,-3,70,-0.7199999999999998,0.010000000000000009,3.799999999999997,Golden Knights,Ducks,1,1
0.6699999999999999,1.3999999999999986,18.0,-227,178,-0.7799999999999998,0.02300000000000002,7.900000000000006,Golden Knights,Wild,1,1
0.69,1.1999999999999993,10.100000000000001,-147,180,-0.9299999999999997,0.01200000000000001,10.299999999999997,Golden Knights,Blackhawks,1,1
0.7000000000000002,0.1999999999999993,6.0,-237,406,-0.04999999999999982,-0.0030000000000000027,2.299999999999997,Golden Knights,Bruins,1,1
0.7800000000000002,1.3999999999999986,15.3,-344,245,-0.9499999999999997,0.009000000000000008,9.400000000000006,Golden Knights,Sharks,1,1
0.81,1.5999999999999996,11.5,-220,239,-0.29000000000000004,-0.0020000000000000018,2.299999999999997,Golden Knights,Flames,1,1
0.8200000000000003,2.3999999999999986,9.700000000000003,-300,72,-1.1,0.015000000000000013,4.0,Golden Knights,Predators,1,1
-0.30000000000000027,-1.9000000000000004,2.6999999999999993,-181,191,0.07999999999999963,-0.0030000000000000027,-0.3999999999999915,Avalanche,Capitals,1,0
-0.29000000000000004,-1.4000000000000004,-0.6000000000000014,-98,137,0.13999999999999968,-0.01200000000000001,5.400000000000006,Avalanche,Lightning,1,0
-0.11000000000000032,-1.0999999999999996,-4.300000000000001,-52,167,0.4099999999999997,-0.019000000000000017,-0.3999999999999915,Avalanche,Jets,1,0
-0.11000000000000032,-0.8000000000000007,2.3999999999999986,1,147,0.22999999999999998,-0.01200000000000001,1.1000000000000085,Avalanche,Stars,1,0
-0.0900000000000003,-0.09999999999999964,-5.700000000000003,92,22,0.11999999999999966,0.0,-3.5999999999999943,Avalanche,Golden Knights,1,0
0.020000000000000018,0.6999999999999993,5.799999999999997,-67,-81,0.11999999999999966,0.0,1.4000000000000057,Avalanche,Hurricanes,1,0
0.040000000000000036,-0.8000000000000007,6.599999999999998,-278,236,-0.7800000000000002,0.014000000000000012,6.1000000000000085,Avalanche,Sabres,1,1
0.04999999999999982,-0.40000000000000036,-1.2000000000000028,-72,147,-0.16000000000000014,-0.006000000000000005,7.300000000000011,Avalanche,Maple Leafs,1,1
0.06999999999999984,0.0,5.599999999999998,-81,139,-0.5500000000000003,0.01100000000000001,0.20000000000000284,Avalanche,Blue Jackets,1,1
0.06999999999999984,1.0,-0.40000000000000213,15,-104,-0.16000000000000014,0.006000000000000005,-0.7999999999999972,Avalanche,Oilers,1,1
0.06999999999999984,1.0,-0.40000000000000213,15,-104,0.03999999999999959,-0.0040000000000000036,3.9000000000000057,Avalanche,Panthers,1,1
0.20999999999999996,1.299999999999999,0.6999999999999993,-216,-100,-0.25,-0.0020000000000000018,3.1000000000000085,Avalanche,Rangers,1,1
0.2599999999999998,0.40000000000000036,7.599999999999998,-129,121,-0.33000000000000007,0.010000000000000009,-0.09999999999999432,Avalanche,Kraken,1,1
0.2999999999999998,0.1999999999999993,3.8999999999999986,-62,209,-0.03000000000000025,-0.0010000000000000009,-0.7999999999999972,Avalanche,Blues,1,1
0.3099999999999996,-0.40000000000000036,3.6999999999999993,-168,341,-0.5500000000000003,0.01100000000000001,7.900000000000006,Avalanche,Canadiens,1,1
0.3099999999999996,-0.40000000000000036,3.6999999999999993,-168,341,0.13999999999999968,-0.0050000000000000044,-3.799999999999997,Avalanche,Devils,1,1
0.33999999999999986,0.6999999999999993,-2.900000000000002,-108,103,0.2699999999999996,-0.0050000000000000044,-1.5,Avalanche,Kings,1,1
0.34999999999999964,0.5999999999999996,8.299999999999997,-60,189,-0.31000000000000005,-0.0010000000000000009,3.6000000000000085,Avalanche,Penguins,1,1
0.4099999999999997,0.7999999999999989,0.5999999999999979,-9,147,-0.11000000000000032,-0.0030000000000000027,7.300000000000011,Avalanche,Senators,1,1
0.43999999999999995,1.299999999999999,1.6999999999999993,-121,92,-0.25,0.0040000000000000036,3.1000000000000085,Avalanche,Utah Hockey Club,1,1
0.48999999999999977,1.0999999999999996,3.5,-204,154,-0.40000000000000036,0.006000000000000005,-2.1999999999999886,Avalanche,Red Wings,1,1
0.48999999999999977,1.0999999999999996,3.5,-204,154,-0.4200000000000004,0.0050000000000000044,8.600000000000009,Avalanche,Canucks,1,1
0.5,0.09999999999999964,2.799999999999997,-185,344,-0.5100000000000002,0.007000000000000006,-2.0,Avalanche,Flyers,1,1
0.5099999999999998,0.7999999999999989,10.299999999999999,-46,211,-0.5300000000000002,0.010000000000000009,3.6000000000000085,Avalanche,Islanders,1,1
0.5799999999999996,1.799999999999999,12.499999999999998,89,92,-0.6000000000000001,0.010000000000000009,0.20000000000000284,Avalanche,Ducks,1,1
0.5799999999999996,1.299999999999999,12.299999999999999,-135,200,-0.6600000000000001,0.02300000000000002,4.300000000000011,Avalanche,Wild,1,1
0.5999999999999996,1.0999999999999996,4.399999999999999,-55,202,-0.81,0.01200000000000001,6.700000000000003,Avalanche,Blackhawks,1,1
0.6099999999999999,0.09999999999999964,0.29999999999999716,-145,428,0.06999999999999984,-0.0030000000000000027,-1.2999999999999972,Avalanche,Bruins,1,1
0.69,1.299999999999999,9.599999999999998,-252,267,-0.8300000000000001,0.009000000000000008,5.800000000000011,Avalanche,Sharks,1,1
0.7199999999999998,1.5,5.799999999999997,-128,261,-0.17000000000000037,-0.0020000000000000018,-1.2999999999999972,Avalanche,Flames,1,1
0.73,2.299999999999999,4.0,-208,94,-0.9800000000000004,0.015000000000000013,0.4000000000000057,Avalanche,Predators,1,1
-0.3200000000000003,-2.5999999999999996,-3.099999999999998,-114,272,-0.040000000000000036,-0.0030000000000000027,-1.7999999999999972,Hurricanes,Capitals,1,0
-0.31000000000000005,-2.0999999999999996,-6.399999999999999,-31,218,0.020000000000000018,-0.01200000000000001,4.0,Hurricanes,Lightning,1,0
-0.13000000000000034,-1.799999999999999,-10.099999999999998,15,248,0.29000000000000004,-0.019000000000000017,-1.7999999999999972,Hurricanes,Jets,1,0
-0.13000000000000034,-1.5,-3.3999999999999986,68,228,0.11000000000000032,-0.01200000000000001,-0.29999999999999716,Hurricanes,Stars,1,0
-0.11000000000000032,-0.7999999999999989,-11.5,159,103,0.0,0.0,-5.0,Hurricanes,Golden Knights,1,0
-0.020000000000000018,-0.6999999999999993,-5.799999999999997,67,81,-0.11999999999999966,0.0,-1.4000000000000057,Hurricanes,Avalanche,1,1
0.020000000000000018,-1.5,0.8000000000000007,-211,317,-0.8999999999999999,0.014000000000000012,4.700000000000003,Hurricanes,Sabres,1,1
0.029999999999999805,-1.0999999999999996,-7.0,-5,228,-0.2799999999999998,-0.006000000000000005,5.900000000000006,Hurricanes,Maple Leafs,1,1
0.04999999999999982,-0.6999999999999993,-0.1999999999999993,-14,220,-0.6699999999999999,0.01100000000000001,-1.2000000000000028,Hurricanes,Blue Jackets,1,1
0.04999999999999982,0.3000000000000007,-6.199999999999999,82,-23,-0.2799999999999998,0.006000000000000005,-2.200000000000003,Hurricanes,Oilers,1,1
0.04999999999999982,0.3000000000000007,-6.199999999999999,82,-23,-0.08000000000000007,-0.0040000000000000036,2.5,Hurricanes,Panthers,1,1
